time_accessed,tweet_id,full_text,created_at,geo,place_name,coordinates,user_location
2021-10-22 15:51,1.45E+18,"@KittyKat1961 @butes How is this hypochondria? This is the world fighting a pandemic, and by the sounds of it, it’s people like you that make it worse for the rest of society. Way to be self centred.",2021-10-21 23:21,,Toronto,,"ÜT: 44.891398,-79.470243"
2021-10-22 15:51,1.45E+18,@JustinTrudeau @GovCanHealth Any word on vaccines for under 5? Numbers are very high for COVID in this age group.,2021-10-21 23:14,,Ottawa,,"Ontario, CA"
2021-10-22 15:51,1.45E+18,"The Covid19 case numbers are still very high &amp; the deaths continue unabated. Please #GetVaccinated folks, as #CovidIsNotOver yet 🙏 We need everyone to be fully vaccinated &amp; hopefully soon all our kids will get the #Pfizer vaccine. #Covid19 #pandemic #ThisIsOurShot #bcpoli https://t.co/HB9T3jHH4A",2021-10-21 23:13,,Surrey,,"Surrey, BC, Canada"
2021-10-22 15:51,1.45E+18,When I was shopping at the mall today I saw a man wearing a ridiculous looking small face shield instead of a face mask. That sure will be effective against aerosol spread of the virus!,2021-10-21 23:09,,Saskatoon,,"Saskatchewan, Canada"
2021-10-22 15:51,1.45E+18,"@JustifiedBagel @Cazzy I mean, I don’t think I’d be too happy with my kid wasting 40k and schooling to quit before they started over the vaccine but 🤷🏻‍♀️",2021-10-21 23:08,,Burnaby,,Where The Wine Tweets Are
2021-10-22 15:51,1.45E+18,@SoupFox At least I know it's pretty much impossible to be Covid? 🤷‍♀️,2021-10-21 23:05,,North Grenville,,Kemptville
2021-10-22 15:51,1.45E+18,@Cazzy @JustifiedBagel Not anti Vax anti THIS VAX. Says they are young and healthy and they are worried about the vaccine making them infertile. Real science minded.,2021-10-21 23:03,,Burnaby,,Where The Wine Tweets Are
2021-10-22 15:51,1.45E+18,"@JustifiedBagel @Cazzy They did. And now they can’t keep it up. I know someone who just tossed 40k of their parents money because immediately after putting them through school, pandemic hit, pregnancy and mat leave. Now won’t go back to a radiology job and so is looking at new school. No concern.",2021-10-21 23:02,,Burnaby,,Where The Wine Tweets Are
2021-10-22 15:51,1.45E+18,"@CrazyPinkHippo Try this?

https://t.co/eF9uKuLVen",2021-10-21 22:57,,Strathcona County,,"Sherwood Park, Alberta, Canada"
2021-10-22 15:51,1.45E+18,@pushy99 @FionaMattatall @LilAlbertaNinja Will you take full responsibility for pushing women to avoid the vaccine? Can we send the ICU bills your way?,2021-10-21 22:56,,Oak Bay,,"Victoria, BC"
2021-10-22 15:51,1.45E+18,@CanuckTraveler @PeterASinger @WilsonKM2 There are also modest amounts donated through bilateral agreements not reflected in the charts shown so far. Still We need to let LMIC buy vaccines (they want to) and also step up getting vaccines to Covid.,2021-10-21 22:56,,Niagara Falls,,"Niagara Falls, ON"
2021-10-22 15:51,1.45E+18,"@BCLiberalCaucus Wait, what…I thought we had our own pandemic.",2021-10-21 22:55,,Columbia-Shuswap F,,
2021-10-22 15:51,1.45E+18,"NZ reports 102 new Covid Delta variant cases: New Zealand on Thursday reported 102 new cases of the Covid-19 Delta variant in the community, which increased the overall infection tally to 5,315. Ninety-four of the new infections were… https://t.co/NJE5VHLKo3 #Covid19 #Health",2021-10-21 22:54,"{'type': 'Point', 'coordinates': [43.7742911, -79.7164011]}",Brampton,"{'type': 'Point', 'coordinates': [-79.7164011, 43.7742911]}",Toronto
2021-10-22 15:51,1.45E+18,"British Columbia announced 715 new cases of COVID-19 and four more deaths on Thursday...

https://t.co/7cHm8Ufgy8",2021-10-21 22:51,,Halifax,,"Halifax, NS Canada"
2021-10-22 15:51,1.45E+18,also i’m cranky my usual girl wasn’t at the salon tonight. this other girl forgot to do my hair mask AND put the finishing oil on top of my head instead of the body and ends. i thought everyone knew you don’t put oil on top?? a few strands already looking limp and stringy. 😒,2021-10-21 22:48,,Toronto,,Toronto 
2021-10-22 15:51,1.45E+18,"COVID outbreaks declared at the jail, homeless encampment, and three restaurants/bars. #sudbury https://t.co/DZw2day2sa",2021-10-21 22:46,,Toronto,,Toronto
2021-10-22 15:51,1.45E+18,"@MillennialStar2 @MarkSlapinski No they’re not, there are in ICU because of the vaccine. PCR tests are so inaccurate and the CDC, FDA, WHO, government even admits it and are dropping them Dec 32, and you’re gonna trust their case numbers. Look at the VAERS report, the numbers are staggering and under reported",2021-10-21 22:44,,Fort Saskatchewan,,Fort Saskatchewan
2021-10-22 15:51,1.45E+18,@anitaelizar My doctor tricked me into getting my flu shot saying they had lots and now I realize why she knew I wouldn't go anywhere near there once they had the covid vaccine for kids I would stay so far away and not get my flu shot ever not just when you have more,2021-10-21 22:44,,Ottawa,,Canada
2021-10-22 15:51,1.45E+18,@DiverseAlz During the beginning of covid my mother moved to our home for fear of an outbreak. 4 months. We were more aware of needs when she returned. All working from home. Mum wanted to be back with friends. Socialization. #diversealz,2021-10-21 22:38,,Toronto,,"Toronto, Ontario"
2021-10-22 15:51,1.45E+18,@FAREASTPATRIOT Why would they give the antidote for the biological weapon?Oh BTW Trudeau gave 223 million for a virology lab in Quebec within months of Covid starting.Where is it?The money?While Calgary lab was already built and running.Little potato looks after his own.not Canadians,2021-10-21 22:32,,Weyburn No. 67,,Canada
2021-10-22 15:51,1.45E+18,"How cool is this???  

A pandemic, hybrid learning, a ridiculous 2 class schedule and teachers still create magic. 

Not all heroes wear capes. 

#yrdsb https://t.co/aks3IOLv0o",2021-10-21 22:30,,Toronto,,"Toronto, Ontario"
2021-10-22 15:51,1.45E+18,I figured out why they lied about how much flu shot they had because they knew I wouldn't go anywhere near that place once the vaccine for covid for Kids is approved and they start doing it there I won't be anywhere near there at all! #NEISVoid,2021-10-21 22:28,,Ottawa,,Canada
2021-10-22 15:51,1.45E+18,"@CBCNews when do u draw the line on BULLYING &amp; HARASSMENT re  gov’s mandate on vax’s? If u don’t get vax’d, u don’t get EI when fired! WTH has happened to 🇨🇦? FACT-vax or not, u can get &amp; transmit COVID. FACT-vax or not, underlying conditions r fatal. 🛑 the BS @JustinTrudeau",2021-10-21 22:22,,Lakeshore,,
2021-10-22 15:51,1.45E+18,"A Post-pandemic Canada must find ways to prevent the poor and disabled from losing their housing and health-care; 
to fall thru the cracks.      
    Community Health Teams believe in equity n  justice. https://t.co/ivT8Fn2QJw",2021-10-21 22:20,,Toronto,,Toronto
2021-10-22 15:51,1.45E+18,"Alberta reported 770 new cases of COVID-19 on Thursday and eight new deaths.

There are 912 patients in hospital being treated for the disease, including 201 in ICU...

https://t.co/XkSem5bsNO",2021-10-21 22:19,,Halifax,,"Halifax, NS Canada"
2021-10-22 15:51,1.45E+18,@Jim_Jordan Wasn't that the first wave of the pandemic?  We are now in the Fourth?  Do you think that has affected the world economy?  Mmm.  Are you educated?,2021-10-21 22:16,,Fredericton,,"New Brunswick, Canada"
2021-10-22 15:51,1.45E+18,My boy is triple Pfizered! 🎉 #yqr #sask #COVID19 #GetVaccinated #juvenilearthritis #psoriaticarthritis #immunocompromised,2021-10-21 22:15,,International Trade Centre,,ᐅᐢᑲᓇ  ᑳ ᐊᓴᐢᑌᑭ
2021-10-22 15:51,1.45E+18,Take-home Covid test kits are now available in limited quantities in #Melville and other rural locations in the province. https://t.co/rb3PJ6QTIL,2021-10-21 22:14,,Churchbridge,,"Churchbridge, SK"
2021-10-22 15:51,1.45E+18,"@olga_basso @CTV_AvisFavaro @CTVNews @cersc_csppb @Amal4Solutions @Mrhockey1231 @UniversalMaski2 @feltford @DrEricDing @DrFiliatrault @imgrund @KashPrime @CBCNB In Canada, most provinces refuse to be transparent about breakthrough deaths but one just admitted that 1/5 deaths has been a fully vaccinated person although they use data from the start of the pandemic when vaccines weren’t available so it’s even higher. https://t.co/BKCxnoZuKw",2021-10-21 22:04,,Greater Sudbury / Grand Sudbury,,"Greater Sudbury / Grand Sudbury, Ontario"
2021-10-22 15:51,1.45E+18,"Supporting Catholic French-language education in Ontario.

It was great to meet with @NatKusendova, @samoosterhoff, &amp; @AFOCSC leaders to discuss how we can further enrich students’ French-language education and continue to keep our schools safe against #COVID19. https://t.co/pxedKQNDcl",2021-10-21 22:02,,Toronto,,"Vaughan, Ontario"
2021-10-22 15:51,1.45E+18,"@lynesworld Go girl! 
I bragged about getting my covid and shingles vaccines while getting my flu vaccine!
I got every shot my doc recommended for my age.",2021-10-21 22:01,,Cape Breton,,"Cape Breton, Nova Scotia"
2021-10-22 15:51,1.45E+18,"Coming up at 6: What happens next with pandemic restrictions in Ontario? We'll find out tomorrow as the Feds end pandemic benefits this wknd &amp; implement new ones. Plus, the long-awaited international vaccine passport announced. What you need to know about it!",2021-10-21 21:59,,Toronto,,Toronto
2021-10-22 15:51,1.45E+18,@MarinaAdshade They were never keen on vaccine passports. They are keen on magical thinking.,2021-10-21 21:57,,Vancouver,,"Vancouver, BC"
2021-10-22 15:51,1.45E+18,"B.C. judge grants permanent injunction against restaurant ignoring vaccine passport order https://t.co/pL92rEBTQl

About bloody time! #antivaxxers #rollys They are not above the law! #keepeveryonesafe",2021-10-21 21:56,,Nanaimo,,bc
2021-10-22 15:51,1.45E+18,"Rolly's Restaurant owner chooses to bring Christian right-wing activist Tanya Gaw to court to assist in battling Fraser Health Authority… 

Guess what? They just lost BIG TIME! Judge just came down with the ruling! #ByeRollys 
https://t.co/TJ1mF9r8rG",2021-10-21 21:54,,Greater Vancouver,,Greater Vancouver
2021-10-22 15:51,1.45E+18,"I'm a burnt-out barista and I don't know if I'll return to my minimum wage job
https://t.co/3w2cqtHYzp",2021-10-21 21:48,,Guelph,,"Guelph, Ontario"
2021-10-22 15:51,1.45E+18,"Yeah I remember going to St Joe’s in Toronto and not being permitted a support person for ultrasounds. 

There wasn’t a pandemic, it was just a terrible policy. https://t.co/n9GA5AJM7d",2021-10-21 21:47,,Toronto,,"Toronto, Ontario"
2021-10-22 15:51,1.45E+18,This photo needs to be in #Ottawa's covid archive. https://t.co/23cxrXbTvu,2021-10-21 21:45,,Ottawa,,"Algonquin Territory, Ottawa ON"
2021-10-22 15:51,1.45E+18,"Cold Lake?
The bullshitters are scoring hard during this pandemic https://t.co/cZRPjQhf85",2021-10-21 21:44,,Kamloops,,Kamloops BC
2021-10-22 15:51,1.45E+18,I have never heard so much bullshit about a virus in my life when COVID is concerned https://t.co/ZY7u5Ec19I,2021-10-21 21:43,,Kamloops,,Kamloops BC
2021-10-22 15:51,1.45E+18,"Saskatchewan has never witnessed such an abject failure of leadership. Scott Moe appears to have given up on trying to save lives. If he hadn’t, he would be listening to the doctors, public health experts and his own Chief Medical Health Officer.
🗞https://t.co/Byl6LgqbqA
#skpoli",2021-10-21 21:37,,Saskatchewan,,Treaty 6 Territory
2021-10-22 15:51,1.45E+18,Scheifele is out tonight after receiving another positive Covid test result. https://t.co/TmpEwHOBMz via @NHLdotcom #NHLJets,2021-10-21 21:34,,Winnipeg,,"Winnipeg, Manitoba, Canada"
2021-10-22 15:51,1.45E+18,@Dan_GT2 I can’t understand why they don’t take a free vaccine when they don’t have universal health care. How do they pay for the medical bills if they don’t have insurance.,2021-10-21 21:32,,Greater Vancouver,,Greater Vancouver
2021-10-22 15:51,1.45E+18,@CTVNews What? But they had the Sputnik vaccine before everyone else!,2021-10-21 21:32,,Toronto,,"Toronto, Ontario"
2021-10-22 15:51,1.45E+18,I’d expect more professionalism from @CTV_AvisFavaro @CTVNews. Trying to pass a 3 months old article as new with up to date research. The study was before the delta variant was common which is what’s causing all the current problems in the fully vaccinated https://t.co/n8M2ztrsqr https://t.co/vQ2KD9M6OY https://t.co/fuEO8qL7As,2021-10-21 21:28,,Greater Sudbury / Grand Sudbury,,"Greater Sudbury / Grand Sudbury, Ontario"
2021-10-22 15:51,1.45E+18,"@IllegalCurve @reporterchris Oh no.  This will be an interesting challenge for the Jets!  Go Jets Go!  

I have a feeling these won't be the only two in the Jets Organization to be on Covid Protocol.",2021-10-21 21:26,,St. Clements,,"East Selkirk, MB"
2021-10-22 15:51,1.45E+18,Fuck !!!! Serj Tankian a la covid !!! TABARNAK !!! 😡😡😡😡😡😡 https://t.co/my63Mr51xB,2021-10-21 21:26,,Québec,,"Québec, Canada"
2021-10-22 15:51,1.45E+18,This pandemic has lasted so long that my eight-year-old outgrew her face mask.,2021-10-21 21:25,,Port Moody,,"Port Moody, BC, Canada"
2021-10-22 15:51,1.45E+18,"Saskatchewan is making international headlines again.

This is NOT how we want to be introduced to folks around the world.

https://t.co/0VNZFuK6jn
#skpoli #InvestmentKiller",2021-10-21 21:24,,Regina,,"Regina, Saskatchewan"
2021-10-22 15:51,1.45E+18,@Handfullll @sdpnsports @Steve_Dangle @AdamWylde @JesseBlake Of a particular division created by Covid restrictions.,2021-10-21 21:24,,Vaughan,,
2021-10-22 15:51,1.45E+18,"@Q8eyeDoctor He do not want to answer so he will not get in trouble with his followers!
Whom he was leading all the way!
He smart and sneaky!

This is my BC Vaccine Card!
I have to show it every where in BC Canada! It is not secret anymore! https://t.co/n8uozai7AB",2021-10-21 21:24,,Coquitlam,,"Vancouver, British Columbia"
2021-10-22 15:51,1.45E+18,"""Pfizer booster shot restores full Covid protection to 95.6%""  https://t.co/xYijhQI93Z",2021-10-21 21:23,,Mississauga,,"Toronto, Ontario Canada "
2021-10-22 15:51,1.45E+18,@Handfullll @sdpnsports @Steve_Dangle @AdamWylde @JesseBlake Yes. But I’m talking about Montreal and the last two seasons. They only got in with Covid.,2021-10-21 21:23,,Vaughan,,
2021-10-22 15:51,1.45E+18,"""Canada unveils international travel vaccine passport — starting Nov. 30, you won’t be able to fly without it""  https://t.co/aQZGjQgvic",2021-10-21 21:23,,Mississauga,,"Toronto, Ontario Canada "
2021-10-22 15:51,1.45E+18,If you've sent a letter to an elected official about the COVID-19 situation in Saskatchewan consider uploading a copy to the COVID-19 Archive https://t.co/PKTo9uOjbT #covid19sk,2021-10-21 21:19,,Saskatoon,,Saskatoon/Treaty 6
2021-10-22 15:51,1.45E+18,"TW : COVID Societies: Theorising the Coronavirus Crisis | Deb: ...micropolitical dimensions of COVID-19: contagion, death, risk, uncertainty, fear, social inequalities, stigma, blame and power relations. Overarching these threads are five complementary… https://t.co/Sf0wNl9qQY",2021-10-21 21:18,"{'type': 'Point', 'coordinates': [45.51950705, -73.6197588]}",Montréal,"{'type': 'Point', 'coordinates': [-73.6197588, 45.51950705]}",Worldwide
2021-10-22 15:51,1.45E+18,@gophergardener We are far from being in the middle of a pandemic. Even Alberta and Saskatchewan are on the decline now. Everyone is hiring.,2021-10-21 21:17,,Ottawa,,Canada
2021-10-22 15:51,1.45E+18,Marlo Pritchard is in charge of the pandemic now. Maybe he better get cracking and do something. https://t.co/bf65fwIaQu,2021-10-21 21:17,,Dundurn,,The 824 up in the house
2021-10-22 15:51,1.45E+18,"#CEWS ,other #Covid supports are ending this Saturday. A look at what's replacing them 👇🏼 https://t.co/IPIGDjPoW3",2021-10-21 21:06,,Toronto,,"Toronto, Ontario"
2021-10-22 15:51,1.45E+18,"Feels like bed time and it’s only 6pm. 

Covid fatigue is real.",2021-10-21 21:03,,Moncton,,"Moncton, New Brunswick"
2021-10-22 15:51,1.45E+18,@KyleHuxted @thereds8 Actually this was the first one that came up on google search .. there were times more but then there are tones opposing this as well . Point to ponder is … where is the harm . People including g children donned face mask 100 years ago too when influenza broke out in Europe..,2021-10-21 21:03,,Mississauga,,Mississauga
2021-10-22 15:51,1.45E+18,@WeHaveNoRights2 Was this boy asked if he wanted to have the vaccine? Does he know if he gets the vaccine he can play sports? Are his parents influencing him? Yes he is young but I would make sure my son knew all the options and consequences.,2021-10-21 20:59,,Burlington,,Burlington ontario canada
2021-10-22 15:51,1.45E+18,@CTV_AvisFavaro @CTVNews That study came out months ago before most people were vaccinated or delta was the common strain everyone now is exposed too. This is an news article about it from July so why is CTV suddenly pretending like this is new or current information? https://t.co/n8M2ztrsqr,2021-10-21 20:58,,Greater Sudbury / Grand Sudbury,,"Greater Sudbury / Grand Sudbury, Ontario"
2021-10-22 15:51,1.45E+18,@LHubich Please. You are actually trying to compare the Brazilian leader's response to COVID with Moe's?  There is no credible comparison in any shape of form.,2021-10-21 20:57,,Regina,,"Emerald Park, SK"
2021-10-22 15:51,1.45E+18,this just in dancing causes covid,2021-10-21 20:57,,Vancouver,,"Vancouver, British Columbia"
2021-10-22 15:51,1.45E+18,"Modi visits Delhi hospital to mark India’s 100 Cr Covid vax milestone: Prime Minister Narendra Modi on Thursday visited the Ram Manohar Lohia Hospital here to express gratitude to doctors, nurses and others who helped India cross the 100… https://t.co/34lRHEulQ6 #India #NEWS",2021-10-21 20:56,"{'type': 'Point', 'coordinates': [43.7742911, -79.7164011]}",Brampton,"{'type': 'Point', 'coordinates': [-79.7164011, 43.7742911]}",Toronto
2021-10-22 15:51,1.45E+18,"@SallyBrite Yes, they do. Even if you scoured the internet for memes that say vaccinated people sometimes get covid.
Vaccines work.
Get vaccinated.",2021-10-21 20:51,,Kitchener,,Waterloo Region
2021-10-22 15:51,1.45E+18,"“Throughout the first and second waves, the province pointed to Dr. Shahab as the guiding light for how best to get us through the pandemic. Now, at the most critical juncture in the fight, this government is flat out ignoring his advice.” ‐Health Critic, @Vicki_Mowat_NDP
#skpoli https://t.co/kdQGZq7cGo",2021-10-21 20:47,,Saskatchewan,,"Saskatchewan, Canada"
2021-10-22 15:51,1.45E+18,"@DuaneBratt Allen conclusion: Foreign $$ is involved in ENGO’s but they aren’t doing anything wrong. So Sonya wants more transparency on how foreign $$ is spent? WHAT?
You can’t even get your own caucus to do the right thing and vaccinate. 
Or your own gov’ts transparency re: handling Covid",2021-10-21 20:46,,Edmonton,,"Edmonton, Alberta"
2021-10-22 15:51,1.45E+18,"@CTV_AvisFavaro @CTVNews Over 20% of Covid deaths in N.B. since the start of the pandemic &amp; 40% of deaths in the state of Maryland in the last 2 months were fully vaccinated people. If you look at the Ontario Public Health stats, it reduced odds of death by 1/2 in those over 50. https://t.co/BKCxnoZuKw https://t.co/SI37QlYWGF https://t.co/TfQlrFp3rq",2021-10-21 20:45,,Greater Sudbury / Grand Sudbury,,"Greater Sudbury / Grand Sudbury, Ontario"
2021-10-22 15:51,1.45E+18,@xceejaysk @MJPatchouli At least they listen. I know people that would rather stick their fingers in their ears before hearing anything more about the pandemic.,2021-10-21 20:30,,Regina,,"Regina, Saskatchewan"
2021-10-22 15:51,1.45E+18,"Manitoba has confirmed 92 more cases of COVID-19, health officials announced Thursday. There were no new deaths from the illness reported...

https://t.co/bm25fbiLlE",2021-10-21 20:29,,Halifax,,"Halifax, NS Canada"
2021-10-22 15:51,1.45E+18,"When treating covid, one can use ivermectin. We are told that is for horses and for parasites. What do y'all think a virus is? 

#covidflu #VaccineSideEffects #mandatedbs #COVIDIOTS #COVID #Ivermectin #horsemeds https://t.co/GSG2URi8Pw",2021-10-21 20:27,,Greater Vancouver,,"Vancouver, British Columbia"
2021-10-22 15:51,1.45E+18,India’s 100 cr Covid vax is historic &amp; proud moment: Shah: Union Home Minister Amit Shah on Thursday congratulated the nation for achieving the milestone of vaccinating over 100 crore people with the Covid-19 vaccine under the leadership of… https://t.co/icnGf4P274 #India #NEWS,2021-10-21 20:26,"{'type': 'Point', 'coordinates': [43.7742911, -79.7164011]}",Brampton,"{'type': 'Point', 'coordinates': [-79.7164011, 43.7742911]}",Toronto
2021-10-22 15:51,1.45E+18,"@MLHealthUnit @LHSCCanada @WesternFair The staff and volunteers here were super. For some, getting a shot here was one of the few times we'd had in-person contact with a healthcare pro since the beginning of the pandemic. They asked all the important Qs and really went the extra mile to provide compassionate care 💜",2021-10-21 20:23,,London,,"London, Ontario"
2021-10-22 15:51,1.45E+18,"How did your daily life and activities change during the pandemic? If you are 18 and older and live in #MiddlesexCounty, we want to hear from you! 

Complete the COVID-19 Survey at https://t.co/2njLdit12W. 

Your input can help inform our local recovery efforts! #MiddlesexProud https://t.co/lvaLpjoSV8",2021-10-21 20:23,,Thames Centre,,"Thames Centre, Ontario, Canada"
2021-10-22 15:51,1.45E+18,@DuaneBratt A mask is less dehumanizing than a coffin! Which is forever!,2021-10-21 20:21,,Calgary,,"Bowness, Calgary"
2021-10-22 15:51,1.45E+18,"@PhillenniumLine @Cazzy There is no answer that is satisfactory because the reality is, COVID fucked everything. A lockdown would do nothing because the antivaxxers already dont do what’s needed so it would not stop transmission and like NZ, once you let people in/out again you’re back at square 1.",2021-10-21 20:17,,Burnaby,,Where The Wine Tweets Are
2021-10-22 15:51,1.45E+18,@StationMall this is on your door! I went shopped supporting local.  An employee with a shopping cart and a customer both without a mask. We questioned security they replied it’s not mandatory WTF! Back to Amazon I go! https://t.co/i4P15aqb0T,2021-10-21 20:11,,Sault Ste. Marie,,"Sault Ste. Marie, Ontario"
2021-10-22 15:51,1.45E+18,"Hospitals in Canadian province Saskatchewan face prolonged COVID-19 crisis, modelling shows https://t.co/ZkdtCgD4sG",2021-10-21 20:08,,Regina,,"Esterillos Ouest, Costa Rica"
2021-10-22 15:51,1.45E+18,@MrAlexDiNardo In part. Likely the drop in driving hours during pandemic. Skills erode.,2021-10-21 20:08,,Ottawa,,"Algonquin Territory, Ottawa ON"
2021-10-22 15:51,1.45E+18,@Mayor_Jeff @cityofbarrie Right on! I got my second and final vaccine and I will be officially fully vaccinated on the 26th of October. Unfortunately I was exposed. My nephew had covid19 and I'm currently in isolation until saturday. It's been a rough 14 days will all my bills getting in arrears.,2021-10-21 20:07,,Barrie,,"Barrie, Ontario"
2021-10-22 15:51,1.45E+18,Mask compliance is pretty good amongst the animals and fishermen in the maritimes except maybe the beaver 🦫 https://t.co/reQwthmOm3,2021-10-21 20:06,,Lincoln,,"Vancouver, British Columbia"
2021-10-22 15:51,1.45E+18,🤣🤣🤣🤣Provinces Bail Out The Trudeau/Freeland GONG Show Canada’s getting an international vaccine passport. Here’s how it will work https://t.co/rWUnRhI6Xt,2021-10-21 20:05,,Frontenac Islands,,"Frontenac Islands, Ontario"
2021-10-22 15:51,1.45E+18,"Mammoth,incredible&amp;amongst the finest achievements by Our Nation!A feat to be proud of as Indians! Congrats @narendramodi,all GOI ministries,agencies,health workers&amp;all covid warriors from all sectors.Thank you for the relentless dedication🙏 #VaccineCentury https://t.co/YePLM2j1A7",2021-10-21 20:02,,Mississauga,,"Toronto, Ontario"
2021-10-22 15:51,1.45E+18,"@DesmoulinsMarat Do you have any interest in how these activities put children at risk, who are too young to be vaccinated. Kids go to restaurants &amp; movies, &amp; kids get &amp; spread Covid.",2021-10-21 19:59,,Coquitlam,,Canada
2021-10-22 15:51,1.45E+18,"Dressing up this #Halloween? Get creative and build the face covering into your costume! Please remember that a costume mask is not a substitute for a face covering. Wearing a costume mask over a face covering can make it hard to breathe. 🎃👻

Read more:
https://t.co/T70ERdZ0pC https://t.co/J8gSBy1diU",2021-10-21 19:58,,Mississauga,,"Mississauga, Ontario"
2021-10-22 15:51,1.45E+18,"Have you got time to answer 2 quick questions a week via e-mail?  I’m doing my part to help track flu-like illness, like COVID-19. You can, too! Become a FluWatcher today. https://t.co/Yr4N58JEuA #FluWatchers",2021-10-21 19:56,,Regina,,"Regina, Saskatchewan"
2021-10-22 15:51,1.45E+18,@CTVNews Lockdown benefits won't help anyone who was on CRB who are not eligible for unemployment (self employed) so could be a tough Christmas here but I am thankful for what @JustinTrudeau and his government has been able to do during the pandemic.,2021-10-21 19:46,,Kitchener,,Kitchener On
2021-10-22 15:51,1.45E+18,"From crushing losses to the captain getting COVID, the first week of the new season hasn’t exactly gone according to plan for the #NHLJets.

Perhaps some home cooking, starting tonight, will help cure what ails them.

My latest @WinnipegNews column: https://t.co/wu8UbGmBcC

#wfp",2021-10-21 19:45,,Winnipeg,,"Winnipeg, Manitoba, Canada"
2021-10-22 15:51,1.45E+18,@_nopename Khem is recovering from COVID. Probably the only reason he didn’t start.,2021-10-21 19:41,,Longueuil,,"South Shore of Montreal, Ca"
2021-10-22 15:51,1.45E+18,@richardzussman Remove all Covid restrictions.,2021-10-21 19:36,,Vancouver,,"Vancouver, British Columbia"
2021-10-22 15:51,1.45E+18,@TomCroom Have 😭 fun stupid  covid,2021-10-21 19:36,,West Kelowna,,"British Columbia, Canada"
2021-10-22 15:51,1.45E+18,"@SChad71593015 THE MORE people #vaccinated the more difficult it is for #COVID19 to spread.

#Vaccination does not provide 100% protection. Never has/will. Nobody said it would.

FIGHTING viruses is a probabilities game. The more we reduce the odds of infection, the better we are all protected.",2021-10-21 19:35,,Toronto,,"Toronto, Canada YYZ"
2021-10-22 15:51,1.45E+18,"YES, EVEN if #vaccinated. 

And, as if that’s not ludicrous enough, @BillBlair says you can take the pre-return #COVID19 test (to detect if you were infected outside the country) BEFORE YOU ACTUALLY LEAVE #Canada, as long as it’s w/in 72h of your return.

#Madness #KabukiTheatre https://t.co/IjX5nTxTlZ",2021-10-21 19:29,,Toronto,,"Toronto, Canada YYZ"
2021-10-22 15:51,1.45E+18,"RIGHT DECISION even if it took too long.

#Toronto rightly expects #police officers to put the public interest ahead of personal interests. That’s the job.

If they won’t get a #vaccine how can we expect them to stand up to dangerous criminals?

#topoli

https://t.co/glbMaBZ9KN",2021-10-21 19:24,,Toronto,,"Toronto, Canada YYZ"
2021-10-22 15:51,1.45E+18,"For those nervous about newly open borders in #LiftTheTravelBan, I just took a trip to #Canada and was randomly selected for arrival #COVID19 testing.  I will get my results back in the #USA. My PCR entry test to Canada was still valid three days later for my US return today! https://t.co/6xleUmrHqL",2021-10-21 19:24,,Montréal–Pierre Elliott Trudeau International Airport (YUL),,"Atlanta, GA"
2021-10-22 15:51,1.45E+18,20 billionaire got an increase in profit by %85 during the pandemic. Is this the #greatreset #KlausSchwab was talking about? @wef https://t.co/ZEUXSiv3YG,2021-10-21 19:23,,Regina,,Regina | Istanbul
2021-10-22 15:51,1.45E+18,"Of course, on the first day of my vacation the government announces a federal vaccine certificate program and new business subsidies. You're welcome, Canada",2021-10-21 19:23,,Richmond,,"Toronto, Ontario"
2021-10-22 15:51,1.45E+18,"""A booster dose of the COVID-19 vaccine developed by Pfizer and German partner BioNTech restored efficacy to 95.6% against the virus, including the Delta variant, data released by the companies from a large study showed on Thursday."" https://t.co/2baVx4JYOp",2021-10-21 19:22,,Toronto,,Toronto 🇨🇦
2021-10-22 15:51,1.45E+18,"@X_kiirst @SammualM @CDCgov I would follow govt medical guidance for booster. My wife, as a medical doctor taking care of #COVID19 patients, has had the booster. I have not, but I had @Moderna_tx with ~95% efficacy against Delta variant. US provides free booster shots to anyone that qualifies once here.",2021-10-21 19:19,,Dorval,,"Atlanta, GA"
2021-10-22 15:51,1.45E+18,To every doctor dealing with a pandemic of stupid: our sympathies. Apparently some people are faithful Darwinians and keen to let nature take its course. https://t.co/RtBBrCJsgF,2021-10-21 19:18,,Victoria,,"Victoria, BC"
2021-10-22 15:51,1.45E+18,@BobbySchuller Thanks ☺️ I'm becoming impatient waiting for shoulder surgery that has been cancelled due to Covid. The pain is bad a night 🌃,2021-10-21 19:17,,Creston,,Canada
2021-10-22 15:51,1.45E+18,Heard from a good friend that his sister has neurological problems after the covid shots. She is a young woman. It didn't have to be this way.,2021-10-21 19:17,,Brantford,,"Ontario, Canada"
2021-10-22 15:51,1.45E+18,@Oldnewsguy @maxfawcett @AinsleyInc Hey Jerry now tell us about Kenney doing a PowerPoint to present the Covid numbers in front of Deena Hinshaw?,2021-10-21 19:15,,Strathcona County,,Edmonton; Treaty 6
2021-10-22 15:51,1.45E+18,"More nonsense from Forbes. ""We need to incentivize the lazier amongst us""
People want to make their lives better and they are in a pandemic. There are myriads of ways to afford a basic income besides just this one handed economics.
https://t.co/zESZ1YK1O1",2021-10-21 19:14,,Victoria,,"Victoria, BC Lekwungen Terr."
